Postcode,Electoral division,Per cent,State,Party_Year,Party_Name
4113,Bonner,13.5,QLD,2013,Liberal National Party
4113,Moreton,86,QLD,2013,Australian Labor Party
4113,Rankin,0.4,QLD,2013,Australian Labor Party
4114,Rankin,100,QLD,2013,Australian Labor Party
4115,Moreton,100,QLD,2013,Australian Labor Party
4116,Moreton,90.4,QLD,2013,Australian Labor Party
4116,Rankin,9.6,QLD,2013,Australian Labor Party
4117,Rankin,100,QLD,2013,Australian Labor Party
4118,Oxley,9.3,QLD,2013,Australian Labor Party
4118,Rankin,90.7,QLD,2013,Australian Labor Party
4119,Rankin,100,QLD,2013,Australian Labor Party
4120,Griffith,100,QLD,2013,Australian Labor Party
4121,Bonner,16.5,QLD,2013,Liberal National Party
4121,Griffith,51.7,QLD,2013,Australian Labor Party
4121,Moreton,31.8,QLD,2013,Australian Labor Party
4122,Bonner,96.1,QLD,2013,Liberal National Party
4122,Griffith,3.9,QLD,2013,Australian Labor Party
4123,Bonner,7.7,QLD,2013,Liberal National Party
4123,Rankin,92.3,QLD,2013,Australian Labor Party
4124,Forde,31.4,QLD,2013,Liberal National Party
4124,Rankin,68.6,QLD,2013,Australian Labor Party
4125,Forde,71.8,QLD,2013,Liberal National Party
4125,Rankin,28.2,QLD,2013,Australian Labor Party
4127,Rankin,100,QLD,2013,Australian Labor Party
4128,Rankin,100,QLD,2013,Australian Labor Party
4129,Forde,77.3,QLD,2013,Liberal National Party
4129,Rankin,22.7,QLD,2013,Australian Labor Party
4130,Bowman,100,QLD,2013,Liberal National Party
4131,Forde,100,QLD,2013,Liberal National Party
4132,Rankin,100,QLD,2013,Australian Labor Party
4133,Forde,100,QLD,2013,Liberal National Party
4151,Griffith,100,QLD,2013,Australian Labor Party
4152,Bonner,41.3,QLD,2013,Liberal National Party
4152,Griffith,58.7,QLD,2013,Australian Labor Party
4153,Bonner,100,QLD,2013,Liberal National Party
4154,Bonner,100,QLD,2013,Liberal National Party
4155,Bonner,100,QLD,2013,Liberal National Party
4156,Bonner,100,QLD,2013,Liberal National Party
4157,Bonner,1.8,QLD,2013,Liberal National Party
4157,Bowman,98.2,QLD,2013,Liberal National Party
4158,Bowman,100,QLD,2013,Liberal National Party
4159,Bowman,100,QLD,2013,Liberal National Party
4160,Bowman,100,QLD,2013,Liberal National Party
4161,Bowman,100,QLD,2013,Liberal National Party
4163,Bowman,100,QLD,2013,Liberal National Party
4164,Bowman,100,QLD,2013,Liberal National Party
4165,Bowman,100,QLD,2013,Liberal National Party
4169,Griffith,100,QLD,2013,Australian Labor Party
4170,Bonner,1.1,QLD,2013,Liberal National Party
4170,Griffith,98.9,QLD,2013,Australian Labor Party
4171,Griffith,100,QLD,2013,Australian Labor Party
4172,Bonner,80.5,QLD,2013,Liberal National Party
4172,Griffith,19.5,QLD,2013,Australian Labor Party
4173,Bonner,100,QLD,2013,Liberal National Party
4174,Bonner,100,QLD,2013,Liberal National Party
4178,Bonner,100,QLD,2013,Liberal National Party
4179,Bonner,100,QLD,2013,Liberal National Party
4183,Bowman,100,QLD,2013,Liberal National Party
4184,Bowman,100,QLD,2013,Liberal National Party
4205,Forde,100,QLD,2013,Liberal National Party
4207,Fadden,3.5,QLD,2013,Liberal National Party
4207,Forde,96.5,QLD,2013,Liberal National Party
4208,Fadden,40.9,QLD,2013,Liberal National Party
4208,Forde,59.1,QLD,2013,Liberal National Party
4209,Fadden,82,QLD,2013,Liberal National Party
4209,Forde,18,QLD,2013,Liberal National Party
4210,Fadden,72.7,QLD,2013,Liberal National Party
4210,Forde,27.3,QLD,2013,Liberal National Party
4211,Fadden,21.5,QLD,2013,Liberal National Party
4211,Forde,5.3,QLD,2013,Liberal National Party
4211,Moncrieff,73.2,QLD,2013,Liberal National Party
4212,Fadden,100,QLD,2013,Liberal National Party
4213,McPherson,69.1,QLD,2013,Liberal National Party
4213,Moncrieff,30.9,QLD,2013,Liberal National Party
4214,Fadden,64.4,QLD,2013,Liberal National Party
4214,Moncrieff,35.6,QLD,2013,Liberal National Party
4215,Fadden,63.1,QLD,2013,Liberal National Party
4215,Moncrieff,36.9,QLD,2013,Liberal National Party
4216,Fadden,100,QLD,2013,Liberal National Party
4217,Moncrieff,100,QLD,2013,Liberal National Party
4218,Moncrieff,100,QLD,2013,Liberal National Party
4219,McPherson,100,QLD,2013,Liberal National Party
4220,McPherson,63.6,QLD,2013,Liberal National Party
4220,Moncrieff,36.4,QLD,2013,Liberal National Party
4221,McPherson,100,QLD,2013,Liberal National Party
4223,McPherson,100,QLD,2013,Liberal National Party
4224,McPherson,100,QLD,2013,Liberal National Party
4225,McPherson,100,QLD,2013,Liberal National Party
4226,McPherson,92.6,QLD,2013,Liberal National Party
4226,Moncrieff,7.4,QLD,2013,Liberal National Party
4227,McPherson,100,QLD,2013,Liberal National Party
4228,McPherson,100,QLD,2013,Liberal National Party
4229,McPherson,100,QLD,2013,Liberal National Party
4230,McPherson,100,QLD,2013,Liberal National Party
4270,Forde,100,QLD,2013,Liberal National Party
4271,Forde,100,QLD,2013,Liberal National Party
4272,Forde,100,QLD,2013,Liberal National Party
4275,Forde,100,QLD,2013,Liberal National Party
4280,Forde,100,QLD,2013,Liberal National Party
4285,Forde,100,QLD,2013,Liberal National Party
4287,Forde,100,QLD,2013,Liberal National Party
4300,Blair,1.2,QLD,2013,Australian Labor Party
4300,Oxley,98.8,QLD,2013,Australian Labor Party
4301,Oxley,100,QLD,2013,Australian Labor Party
4303,Oxley,100,QLD,2013,Australian Labor Party
4304,Oxley,100,QLD,2013,Australian Labor Party
4305,Blair,85.2,QLD,2013,Australian Labor Party
4305,Oxley,14.8,QLD,2013,Australian Labor Party
4306,Blair,80.4,QLD,2013,Australian Labor Party
4306,Ryan,19.6,QLD,2013,Liberal National Party
4307,Blair,53.8,QLD,2013,Australian Labor Party
4307,Forde,46.3,QLD,2013,Liberal National Party
4309,Forde,100,QLD,2013,Liberal National Party
4310,Forde,100,QLD,2013,Liberal National Party
4311,Blair,100,QLD,2013,Australian Labor Party
4312,Blair,100,QLD,2013,Australian Labor Party
4313,Blair,100,QLD,2013,Australian Labor Party
4340,Blair,81.5,QLD,2013,Australian Labor Party
4340,Forde,18.5,QLD,2013,Liberal National Party
4341,Blair,100,QLD,2013,Australian Labor Party
4342,Blair,100,QLD,2013,Australian Labor Party
4343,Blair,100,QLD,2013,Australian Labor Party
4344,Blair,100,QLD,2013,Australian Labor Party
4345,Blair,100,QLD,2013,Australian Labor Party
4346,Blair,100,QLD,2013,Australian Labor Party
4347,Blair,100,QLD,2013,Australian Labor Party
4350,Groom,100,QLD,2013,Liberal National Party
4352,Blair,22.9,QLD,2013,Australian Labor Party
4352,Groom,67.4,QLD,2013,Liberal National Party
4352,Maranoa,9.7,QLD,2013,Liberal National Party
4353,Blair,100,QLD,2013,Australian Labor Party
4354,Groom,100,QLD,2013,Liberal National Party
4355,Blair,87.8,QLD,2013,Australian Labor Party
4355,Groom,12.2,QLD,2013,Liberal National Party
4356,Groom,100,QLD,2013,Liberal National Party
4357,Maranoa,100,QLD,2013,Liberal National Party
4358,Groom,100,QLD,2013,Liberal National Party
4359,Groom,100,QLD,2013,Liberal National Party
4360,Groom,100,QLD,2013,Liberal National Party
4361,Groom,85.6,QLD,2013,Liberal National Party
4361,Maranoa,14.4,QLD,2013,Liberal National Party
4362,Maranoa,100,QLD,2013,Liberal National Party
4363,Groom,100,QLD,2013,Liberal National Party
4364,Groom,100,QLD,2013,Liberal National Party
4365,Maranoa,100,QLD,2013,Liberal National Party
4370,Maranoa,100,QLD,2013,Liberal National Party
4371,Maranoa,100,QLD,2013,Liberal National Party
4372,Maranoa,100,QLD,2013,Liberal National Party
4373,Maranoa,100,QLD,2013,Liberal National Party
4374,Maranoa,100,QLD,2013,Liberal National Party
4375,Maranoa,100,QLD,2013,Liberal National Party
4376,Maranoa,100,QLD,2013,Liberal National Party
4377,Maranoa,100,QLD,2013,Liberal National Party
4378,Maranoa,100,QLD,2013,Liberal National Party
4380,Maranoa,100,QLD,2013,Liberal National Party
4381,Maranoa,100,QLD,2013,Liberal National Party
4382,Maranoa,100,QLD,2013,Liberal National Party
4383,Maranoa,100,QLD,2013,Liberal National Party
4384,Maranoa,100,QLD,2013,Liberal National Party
4385,Maranoa,100,QLD,2013,Liberal National Party
4387,Maranoa,100,QLD,2013,Liberal National Party
4388,Maranoa,100,QLD,2013,Liberal National Party
4390,Maranoa,100,QLD,2013,Liberal National Party
4400,Groom,100,QLD,2013,Liberal National Party
4401,Groom,100,QLD,2013,Liberal National Party
4402,Blair,68.8,QLD,2013,Australian Labor Party
4402,Groom,31.2,QLD,2013,Liberal National Party
4403,Groom,100,QLD,2013,Liberal National Party
4404,Groom,100,QLD,2013,Liberal National Party
4405,Groom,1.6,QLD,2013,Liberal National Party
4405,Maranoa,98.4,QLD,2013,Liberal National Party
4406,Maranoa,100,QLD,2013,Liberal National Party
4407,Maranoa,100,QLD,2013,Liberal National Party
4408,Maranoa,100,QLD,2013,Liberal National Party
4410,Maranoa,100,QLD,2013,Liberal National Party
4411,Maranoa,100,QLD,2013,Liberal National Party
4412,Maranoa,100,QLD,2013,Liberal National Party
4413,Hinkler,1.5,QLD,2013,Liberal National Party
4413,Maranoa,98.5,QLD,2013,Liberal National Party
4415,Maranoa,100,QLD,2013,Liberal National Party
4416,Maranoa,100,QLD,2013,Liberal National Party
4417,Maranoa,100,QLD,2013,Liberal National Party
4418,Maranoa,100,QLD,2013,Liberal National Party
4419,Maranoa,100,QLD,2013,Liberal National Party
4420,Maranoa,100,QLD,2013,Liberal National Party
4421,Maranoa,100,QLD,2013,Liberal National Party
4422,Maranoa,100,QLD,2013,Liberal National Party
4423,Maranoa,100,QLD,2013,Liberal National Party
4424,Maranoa,100,QLD,2013,Liberal National Party
4425,Maranoa,100,QLD,2013,Liberal National Party
4426,Maranoa,100,QLD,2013,Liberal National Party
4427,Maranoa,100,QLD,2013,Liberal National Party
4428,Maranoa,100,QLD,2013,Liberal National Party
4454,Maranoa,100,QLD,2013,Liberal National Party
4455,Maranoa,100,QLD,2013,Liberal National Party
4461,Maranoa,100,QLD,2013,Liberal National Party
4462,Maranoa,100,QLD,2013,Liberal National Party
4465,Maranoa,100,QLD,2013,Liberal National Party
4467,Maranoa,100,QLD,2013,Liberal National Party
4468,Maranoa,100,QLD,2013,Liberal National Party
4470,Maranoa,100,QLD,2013,Liberal National Party
4471,Maranoa,100,QLD,2013,Liberal National Party
4472,Maranoa,100,QLD,2013,Liberal National Party
4474,Maranoa,100,QLD,2013,Liberal National Party
4475,Maranoa,100,QLD,2013,Liberal National Party
4477,Maranoa,100,QLD,2013,Liberal National Party
4478,Maranoa,100,QLD,2013,Liberal National Party
4479,Maranoa,100,QLD,2013,Liberal National Party
4480,Maranoa,100,QLD,2013,Liberal National Party
4481,Maranoa,100,QLD,2013,Liberal National Party
4482,Maranoa,100,QLD,2013,Liberal National Party
4486,Maranoa,100,QLD,2013,Liberal National Party
4487,Maranoa,100,QLD,2013,Liberal National Party
4488,Maranoa,100,QLD,2013,Liberal National Party
4489,Maranoa,100,QLD,2013,Liberal National Party
4490,Maranoa,100,QLD,2013,Liberal National Party
4491,Maranoa,100,QLD,2013,Liberal National Party
4492,Maranoa,100,QLD,2013,Liberal National Party
4493,Maranoa,100,QLD,2013,Liberal National Party
4494,Maranoa,100,QLD,2013,Liberal National Party
4496,Maranoa,100,QLD,2013,Liberal National Party
4497,Maranoa,100,QLD,2013,Liberal National Party
4498,Maranoa,100,QLD,2013,Liberal National Party
4500,Dickson,100,QLD,2013,Liberal National Party
4501,Dickson,100,QLD,2013,Liberal National Party
4502,Dickson,100,QLD,2013,Liberal National Party
4503,Dickson,97.5,QLD,2013,Liberal National Party
4503,Petrie,2.5,QLD,2013,Liberal National Party
4504,Longman,100,QLD,2013,Liberal National Party
4505,Longman,100,QLD,2013,Liberal National Party
4506,Longman,100,QLD,2013,Liberal National Party
4507,Longman,100,QLD,2013,Liberal National Party
4508,Longman,71.2,QLD,2013,Liberal National Party
4508,Petrie,28.8,QLD,2013,Liberal National Party
4509,Petrie,100,QLD,2013,Liberal National Party
4510,Longman,100,QLD,2013,Liberal National Party
4511,Longman,100,QLD,2013,Liberal National Party
4512,Longman,100,QLD,2013,Liberal National Party
4514,Longman,100,QLD,2013,Liberal National Party
4515,Blair,100,QLD,2013,Australian Labor Party
4516,Longman,100,QLD,2013,Liberal National Party
4517,Longman,100,QLD,2013,Liberal National Party
4518,Longman,100,QLD,2013,Liberal National Party
4519,Fisher,11.3,QLD,2013,Liberal National Party
4519,Longman,88.7,QLD,2013,Liberal National Party
4520,Dickson,100,QLD,2013,Liberal National Party
4521,Blair,12.1,QLD,2013,Australian Labor Party
4521,Dickson,79.5,QLD,2013,Liberal National Party
4521,Longman,8.3,QLD,2013,Liberal National Party
4550,Fisher,14,QLD,2013,Liberal National Party
4550,Longman,86,QLD,2013,Liberal National Party
4551,Fisher,99.4,QLD,2013,Liberal National Party
4551,Longman,0.6,QLD,2013,Liberal National Party
4552,Fisher,100,QLD,2013,Liberal National Party
4553,Fisher,89.9,QLD,2013,Liberal National Party
4553,Longman,10.1,QLD,2013,Liberal National Party
4554,Fisher,100,QLD,2013,Liberal National Party
4555,Fairfax,69.5,QLD,2013,Palmer United Party
4555,Fisher,30.5,QLD,2013,Liberal National Party
4556,Fisher,100,QLD,2013,Liberal National Party
4557,Fisher,100,QLD,2013,Liberal National Party
4558,Fairfax,65.8,QLD,2013,Palmer United Party
4558,Fisher,34.2,QLD,2013,Liberal National Party
4559,Fairfax,100,QLD,2013,Palmer United Party
4560,Fairfax,98.3,QLD,2013,Palmer United Party
4560,Fisher,1.7,QLD,2013,Liberal National Party
4561,Fairfax,100,QLD,2013,Palmer United Party
4562,Fairfax,100,QLD,2013,Palmer United Party
4563,Fairfax,100,QLD,2013,Palmer United Party
4564,Fairfax,100,QLD,2013,Palmer United Party
4565,Fairfax,100,QLD,2013,Palmer United Party
4566,Fairfax,100,QLD,2013,Palmer United Party
4567,Fairfax,100,QLD,2013,Palmer United Party
4568,Fairfax,100,QLD,2013,Palmer United Party
4569,Fairfax,100,QLD,2013,Palmer United Party
4570,Wide Bay,100,NA,2013,NA
4571,Fairfax,100,QLD,2013,Palmer United Party
4572,Fisher,100,QLD,2013,Liberal National Party
4573,Fairfax,100,QLD,2013,Palmer United Party
4574,Fairfax,100,QLD,2013,Palmer United Party
4575,Fisher,100,QLD,2013,Liberal National Party
4580,Wide Bay,100,NA,2013,NA
4581,Wide Bay,100,NA,2013,NA
4600,Wide Bay,100,NA,2013,NA
4601,Wide Bay,100,NA,2013,NA
4605,Wide Bay,100,NA,2013,NA
4606,Wide Bay,100,NA,2013,NA
4608,Wide Bay,100,NA,2013,NA
4610,Blair,98.6,QLD,2013,Australian Labor Party
4610,Maranoa,1.4,QLD,2013,Liberal National Party
4611,Wide Bay,100,NA,2013,NA
4612,Wide Bay,100,NA,2013,NA
4613,Wide Bay,100,NA,2013,NA
4614,Blair,100,QLD,2013,Australian Labor Party
4615,Blair,100,QLD,2013,Australian Labor Party
4620,Wide Bay,100,NA,2013,NA
4621,Wide Bay,100,NA,2013,NA
4625,Hinkler,100,QLD,2013,Liberal National Party
4626,Hinkler,100,QLD,2013,Liberal National Party
4627,Hinkler,100,QLD,2013,Liberal National Party
4630,Hinkler,100,QLD,2013,Liberal National Party
4650,Wide Bay,100,NA,2013,NA
4655,Wide Bay,100,NA,2013,NA
4659,Wide Bay,100,NA,2013,NA
4660,Hinkler,100,QLD,2013,Liberal National Party
4662,Wide Bay,100,NA,2013,NA
4670,Hinkler,100,QLD,2013,Liberal National Party
4671,Hinkler,100,QLD,2013,Liberal National Party
4673,Hinkler,100,QLD,2013,Liberal National Party
4674,Hinkler,100,QLD,2013,Liberal National Party
4676,Hinkler,100,QLD,2013,Liberal National Party
4677,Hinkler,100,QLD,2013,Liberal National Party
4678,Hinkler,100,QLD,2013,Liberal National Party
4680,Hinkler,100,QLD,2013,Liberal National Party
4694,Hinkler,100,QLD,2013,Liberal National Party
4695,Hinkler,100,QLD,2013,Liberal National Party
4697,Hinkler,100,QLD,2013,Liberal National Party
4699,Capricornia,100,QLD,2013,Liberal National Party
4700,Capricornia,100,QLD,2013,Liberal National Party
4701,Capricornia,100,QLD,2013,Liberal National Party
4702,Capricornia,79.8,QLD,2013,Liberal National Party
4702,Maranoa,20.2,QLD,2013,Liberal National Party
4703,Capricornia,100,QLD,2013,Liberal National Party
4704,Capricornia,100,QLD,2013,Liberal National Party
4705,Capricornia,100,QLD,2013,Liberal National Party
4706,Capricornia,100,QLD,2013,Liberal National Party
4707,Capricornia,100,QLD,2013,Liberal National Party
4709,Maranoa,100,QLD,2013,Liberal National Party
4710,Capricornia,100,QLD,2013,Liberal National Party
4712,Capricornia,100,QLD,2013,Liberal National Party
4713,Capricornia,100,QLD,2013,Liberal National Party
4714,Capricornia,100,QLD,2013,Liberal National Party
4715,Capricornia,100,QLD,2013,Liberal National Party
4716,Capricornia,100,QLD,2013,Liberal National Party
4717,Capricornia,100,QLD,2013,Liberal National Party
4718,Capricornia,100,QLD,2013,Liberal National Party
4719,Capricornia,100,QLD,2013,Liberal National Party
4720,Maranoa,100,QLD,2013,Liberal National Party
4721,Capricornia,100,QLD,2013,Liberal National Party
4722,Maranoa,100,QLD,2013,Liberal National Party
4723,Maranoa,100,QLD,2013,Liberal National Party
4724,Maranoa,100,QLD,2013,Liberal National Party
4725,Maranoa,100,QLD,2013,Liberal National Party
4726,Maranoa,100,QLD,2013,Liberal National Party
4727,Maranoa,100,QLD,2013,Liberal National Party
4728,Maranoa,100,QLD,2013,Liberal National Party
4730,Maranoa,100,QLD,2013,Liberal National Party
4731,Maranoa,100,QLD,2013,Liberal National Party
4732,Maranoa,100,QLD,2013,Liberal National Party
4733,Maranoa,100,QLD,2013,Liberal National Party
4735,Maranoa,100,QLD,2013,Liberal National Party
4736,Maranoa,100,QLD,2013,Liberal National Party
4737,Dawson,100,QLD,2013,Liberal National Party
4738,Dawson,100,QLD,2013,Liberal National Party
4739,Dawson,100,QLD,2013,Liberal National Party
4740,Dawson,100,QLD,2013,Liberal National Party
4741,Capricornia,1.3,QLD,2013,Liberal National Party
4741,Dawson,98.7,QLD,2013,Liberal National Party
4742,Capricornia,100,QLD,2013,Liberal National Party
4743,Capricornia,100,QLD,2013,Liberal National Party
4744,Capricornia,100,QLD,2013,Liberal National Party
4745,Capricornia,100,QLD,2013,Liberal National Party
4746,Capricornia,100,QLD,2013,Liberal National Party
4750,Dawson,100,QLD,2013,Liberal National Party
4751,Dawson,100,QLD,2013,Liberal National Party
4753,Dawson,100,QLD,2013,Liberal National Party
4754,Dawson,100,QLD,2013,Liberal National Party
4756,Dawson,100,QLD,2013,Liberal National Party
4757,Dawson,100,QLD,2013,Liberal National Party
4798,Dawson,100,QLD,2013,Liberal National Party
4799,Dawson,100,QLD,2013,Liberal National Party
4800,Dawson,100,QLD,2013,Liberal National Party
4801,Dawson,100,QLD,2013,Liberal National Party
4802,Dawson,100,QLD,2013,Liberal National Party
4803,Dawson,100,QLD,2013,Liberal National Party
4804,Capricornia,91.9,QLD,2013,Liberal National Party
4804,Dawson,8.1,QLD,2013,Liberal National Party
4805,Dawson,100,QLD,2013,Liberal National Party
4806,Dawson,100,QLD,2013,Liberal National Party
4807,Dawson,100,QLD,2013,Liberal National Party
4808,Dawson,100,QLD,2013,Liberal National Party
4809,Dawson,100,QLD,2013,Liberal National Party
4810,Herbert,100,QLD,2013,Liberal National Party
4811,Herbert,100,QLD,2013,Liberal National Party
4812,Herbert,100,QLD,2013,Liberal National Party
4813,Herbert,100,QLD,2013,Liberal National Party
4814,Herbert,100,QLD,2013,Liberal National Party
4815,Herbert,98.5,QLD,2013,Liberal National Party
4815,Kennedy,1.5,QLD,2013,Katter's Australian Party
4816,Herbert,48.4,QLD,2013,Liberal National Party
4816,Kennedy,51.6,QLD,2013,Katter's Australian Party
4817,Herbert,88.5,QLD,2013,Liberal National Party
4817,Kennedy,11.5,QLD,2013,Katter's Australian Party
4818,Herbert,3,QLD,2013,Liberal National Party
4818,Kennedy,97,QLD,2013,Katter's Australian Party
4819,Herbert,100,QLD,2013,Liberal National Party
4820,Kennedy,100,QLD,2013,Katter's Australian Party
4821,Kennedy,100,QLD,2013,Katter's Australian Party
4822,Kennedy,100,QLD,2013,Katter's Australian Party
4823,Kennedy,100,QLD,2013,Katter's Australian Party
4824,Kennedy,100,QLD,2013,Katter's Australian Party
4825,Kennedy,97.3,QLD,2013,Katter's Australian Party
4825,Lingiari,2.2,NT,2013,Australian Labor Party
4825,Maranoa,0.5,QLD,2013,Liberal National Party
4828,Kennedy,100,QLD,2013,Katter's Australian Party
4829,Kennedy,95,QLD,2013,Katter's Australian Party
4829,Maranoa,5,QLD,2013,Liberal National Party
4830,Kennedy,100,QLD,2013,Katter's Australian Party
4849,Kennedy,100,QLD,2013,Katter's Australian Party
4850,Kennedy,100,QLD,2013,Katter's Australian Party
4852,Kennedy,100,QLD,2013,Katter's Australian Party
4854,Kennedy,100,QLD,2013,Katter's Australian Party
4855,Kennedy,100,QLD,2013,Katter's Australian Party
4856,Kennedy,100,QLD,2013,Katter's Australian Party
4857,Kennedy,100,QLD,2013,Katter's Australian Party
4858,Kennedy,100,QLD,2013,Katter's Australian Party
4859,Kennedy,100,QLD,2013,Katter's Australian Party
4860,Kennedy,100,QLD,2013,Katter's Australian Party
4861,Kennedy,100,QLD,2013,Katter's Australian Party
4865,Kennedy,100,QLD,2013,Katter's Australian Party
4868,Leichhardt,100,QLD,2013,Liberal National Party
4869,Kennedy,0.2,QLD,2013,Katter's Australian Party
4869,Leichhardt,99.8,QLD,2013,Liberal National Party
4870,Leichhardt,100,QLD,2013,Liberal National Party
4871,Kennedy,25,QLD,2013,Katter's Australian Party
4871,Leichhardt,75,QLD,2013,Liberal National Party
4872,Kennedy,77.5,QLD,2013,Katter's Australian Party
4872,Leichhardt,22.5,QLD,2013,Liberal National Party
4873,Leichhardt,100,QLD,2013,Liberal National Party
4874,Leichhardt,100,QLD,2013,Liberal National Party
4875,Leichhardt,100,QLD,2013,Liberal National Party
4876,Leichhardt,100,QLD,2013,Liberal National Party
4878,Leichhardt,100,QLD,2013,Liberal National Party
4879,Leichhardt,100,QLD,2013,Liberal National Party
4880,Kennedy,100,QLD,2013,Katter's Australian Party
4882,Kennedy,100,QLD,2013,Katter's Australian Party
4883,Kennedy,100,QLD,2013,Katter's Australian Party
4885,Kennedy,100,QLD,2013,Katter's Australian Party
4886,Kennedy,100,QLD,2013,Katter's Australian Party
4890,Kennedy,100,QLD,2013,Katter's Australian Party
4891,Kennedy,100,QLD,2013,Katter's Australian Party
5000,Adelaide,100,SA,2013,Australian Labor Party
5006,Adelaide,100,SA,2013,Australian Labor Party
5007,Adelaide,54.9,SA,2013,Australian Labor Party
5007,Hindmarsh,21.2,SA,2013,Liberal
5007,Port Adelaide,23.8,SA,2013,Australian Labor Party
5008,Adelaide,58.4,SA,2013,Australian Labor Party
5008,Port Adelaide,41.6,SA,2013,Australian Labor Party
5009,Hindmarsh,18,SA,2013,Liberal
5009,Port Adelaide,82,SA,2013,Australian Labor Party
5010,Port Adelaide,100,SA,2013,Australian Labor Party
5011,Port Adelaide,100,SA,2013,Australian Labor Party
5012,Port Adelaide,100,SA,2013,Australian Labor Party
5013,Port Adelaide,100,SA,2013,Australian Labor Party
5014,Port Adelaide,100,SA,2013,Australian Labor Party
5015,Port Adelaide,100,SA,2013,Australian Labor Party
5016,Port Adelaide,100,SA,2013,Australian Labor Party
5017,Port Adelaide,100,SA,2013,Australian Labor Party
5018,Port Adelaide,100,SA,2013,Australian Labor Party
5019,Hindmarsh,48.4,SA,2013,Liberal
5019,Port Adelaide,51.6,SA,2013,Australian Labor Party
5020,Hindmarsh,100,SA,2013,Liberal
5021,Hindmarsh,100,SA,2013,Liberal
5022,Hindmarsh,100,SA,2013,Liberal
5023,Hindmarsh,2.7,SA,2013,Liberal
5023,Port Adelaide,97.3,SA,2013,Australian Labor Party
5024,Hindmarsh,100,SA,2013,Liberal
5025,Hindmarsh,100,SA,2013,Liberal
5031,Adelaide,38.8,SA,2013,Australian Labor Party
5031,Hindmarsh,61.2,SA,2013,Liberal
5032,Hindmarsh,100,SA,2013,Liberal
5033,Hindmarsh,100,SA,2013,Liberal
5034,Adelaide,100,SA,2013,Australian Labor Party
5035,Adelaide,100,SA,2013,Australian Labor Party
5037,Hindmarsh,100,SA,2013,Liberal
5038,Hindmarsh,100,SA,2013,Liberal
5039,Boothby,73.7,SA,2013,Liberal
5039,Hindmarsh,26.3,SA,2013,Liberal
5040,Hindmarsh,100,SA,2013,Liberal
5041,Boothby,100,SA,2013,Liberal
5042,Boothby,100,SA,2013,Liberal
5043,Boothby,54.9,SA,2013,Liberal
5043,Hindmarsh,45.1,SA,2013,Liberal
5044,Boothby,19.1,SA,2013,Liberal
5044,Hindmarsh,80.9,SA,2013,Liberal
5045,Hindmarsh,100,SA,2013,Liberal
5046,Boothby,100,SA,2013,Liberal
5047,Boothby,100,SA,2013,Liberal
5048,Boothby,100,SA,2013,Liberal
5049,Boothby,100,SA,2013,Liberal
5050,Boothby,100,SA,2013,Liberal
5051,Boothby,86.1,SA,2013,Liberal
5051,Mayo,13.9,SA,2013,Liberal
5052,Boothby,100,SA,2013,Liberal
5061,Adelaide,100,SA,2013,Australian Labor Party
5062,Boothby,100,SA,2013,Liberal
5063,Adelaide,73.3,SA,2013,Australian Labor Party
5063,Boothby,20,SA,2013,Liberal
5063,Sturt,6.7,SA,2013,Liberal
5064,Boothby,40,SA,2013,Liberal
5064,Sturt,60,SA,2013,Liberal
5065,Adelaide,41.5,SA,2013,Australian Labor Party
5065,Sturt,58.5,SA,2013,Liberal
5066,Sturt,100,SA,2013,Liberal
5067,Adelaide,83.5,SA,2013,Australian Labor Party
5067,Sturt,16.5,SA,2013,Liberal
5068,Sturt,100,SA,2013,Liberal
5069,Adelaide,100,SA,2013,Australian Labor Party
5070,Adelaide,22.4,SA,2013,Australian Labor Party
5070,Sturt,77.6,SA,2013,Liberal
5072,Mayo,12.9,SA,2013,Liberal
5072,Sturt,87.1,SA,2013,Liberal
5073,Mayo,2.4,SA,2013,Liberal
5073,Sturt,97.6,SA,2013,Liberal
5074,Sturt,100,SA,2013,Liberal
5075,Sturt,100,SA,2013,Liberal
5076,Sturt,100,SA,2013,Liberal
5081,Adelaide,75.3,SA,2013,Australian Labor Party
5081,Sturt,24.7,SA,2013,Liberal
5082,Adelaide,100,SA,2013,Australian Labor Party
5083,Adelaide,100,SA,2013,Australian Labor Party
5084,Adelaide,100,SA,2013,Australian Labor Party
5085,Adelaide,83.9,SA,2013,Australian Labor Party
5085,Makin,16.1,SA,2013,Australian Labor Party
5086,Adelaide,31.6,SA,2013,Australian Labor Party
5086,Sturt,68.4,SA,2013,Liberal
5087,Sturt,100,SA,2013,Liberal
5088,Makin,36.1,SA,2013,Australian Labor Party
5088,Sturt,63.9,SA,2013,Liberal
5089,Sturt,100,SA,2013,Liberal
5090,Makin,45.5,SA,2013,Australian Labor Party
5090,Sturt,54.5,SA,2013,Liberal
5091,Makin,100,SA,2013,Australian Labor Party
5092,Makin,100,SA,2013,Australian Labor Party
5093,Makin,100,SA,2013,Australian Labor Party
5094,Makin,73.4,SA,2013,Australian Labor Party
5094,Port Adelaide,26.6,SA,2013,Australian Labor Party
5095,Makin,88,SA,2013,Australian Labor Party
5095,Port Adelaide,12,SA,2013,Australian Labor Party
5096,Makin,100,SA,2013,Australian Labor Party
5097,Makin,100,SA,2013,Australian Labor Party
5098,Makin,100,SA,2013,Australian Labor Party
